Query,Query url,Query description,Result,Result url,Result description,User evaluation
SubstanceMobile/GEM,https://github.com/Aconex/scrutineer,A music player for Android; in stunning Material Design.,Aconex/scrutineer,https://github.com/SubstanceMobile/GEM,Compares a source of truth sorted stream with another to find mismatches.  Designed for verifying indexes such as ElasticSearch & Solr are synchronized with their source of data (usually a DB),1
SubstanceMobile/GEM,https://github.com/Conductor/kangaroo,A music player for Android; in stunning Material Design.,Conductor/kangaroo,https://github.com/SubstanceMobile/GEM,Hadoop utilities for Kafka; S3; and more,1
SubstanceMobile/GEM,https://github.com/SpringOne2GX-2014/reactive-geocoder,A music player for Android; in stunning Material Design.,SpringOne2GX-2014/reactive-geocoder,https://github.com/SubstanceMobile/GEM,Reactive Geocoding Demo,1

testIT-WebTester/webtester-core,https://github.com/HearthStats/HearthStats.net-Uploader,Java 6/7 version of WebTester,HearthStats/HearthStats.net-Uploader,https://github.com/testIT-WebTester/webtester-core,Auto uploader for HearthStats.net,2
testIT-WebTester/webtester-core,https://github.com/naman14/Timber,Java 6/7 version of WebTester,naman14/Timber,https://github.com/testIT-WebTester/webtester-core,Material Design Music Player,1
testIT-WebTester/webtester-core,https://github.com/SpringDataElasticsearchDevs/spring-data-elasticsearch,Java 6/7 version of WebTester,SpringDataElasticsearchDevs/spring-data-elasticsearch,https://github.com/testIT-WebTester/webtester-core,Spring Data implementation for ElasticSearch,2
testIT-WebTester/webtester-core,https://github.com/threerings/nenya,Java 6/7 version of WebTester,threerings/nenya,https://github.com/testIT-WebTester/webtester-core,Components for Java 2D; isometric and 3D games.,1
testIT-WebTester/webtester-core,https://github.com/zanata/zanata-platform,Java 6/7 version of WebTester,zanata/zanata-platform,https://github.com/testIT-WebTester/webtester-core,Zanata is a web-based system for translators to translate documentation and software online using a web browser.,2

TheAndroidMaster/Pasta-Music,https://github.com/livrospringmvc/lojacasadocodigo,A material design music player for Android; based off Pasta for Spotify,livrospringmvc/lojacasadocodigo,https://github.com/TheAndroidMaster/Pasta-Music,versão da loja da casa do código usando o Spring MVC como framework,1
TheAndroidMaster/Pasta-Music,https://github.com/Norconex/collector-http,A material design music player for Android; based off Pasta for Spotify,Norconex/collector-http,https://github.com/TheAndroidMaster/Pasta-Music,Norconex HTTP Collector is a flexible web crawler for collecting; parsing; and manipulating data from the Internet (or Intranet) to various data repositories such as search engines.,1
TheAndroidMaster/Pasta-Music,https://github.com/JMaNGOS/JMaNGOS,A material design music player for Android; based off Pasta for Spotify,JMaNGOS/JMaNGOS,https://github.com/TheAndroidMaster/Pasta-Music,JMaNGOS is a full featured World of Warcraft server; including authentication; client updates; and world content serving. JMaNGOS is not a MaNGOS on Java. It's a new way.,1
TheAndroidMaster/Pasta-Music,https://github.com/Xorlev/gatekeeper,A material design music player for Android; based off Pasta for Spotify,Xorlev/gatekeeper,https://github.com/TheAndroidMaster/Pasta-Music,NGINX co-process for SOA architectures,1
TheAndroidMaster/Pasta-Music,https://github.com/snakerflow/snaker-web,A material design music player for Android; based off Pasta for Spotify,snakerflow/snaker-web,https://github.com/TheAndroidMaster/Pasta-Music,snakerflow web application.,1

webdriverextensions/webdriverextensions,https://github.com/kakaochatfriend/KakaoChatFriendAPI,Make your WebDriver based Selenium tests more readable; reusability and maintainable by using WebDriver Extensions!,kakaochatfriend/KakaoChatFriendAPI,https://github.com/webdriverextensions/webdriverextensions,카카오 채팅 친구 API 구현 라이브러리,1
webdriverextensions/webdriverextensions,https://github.com/blackberry/KaBoom,Make your WebDriver based Selenium tests more readable; reusability and maintainable by using WebDriver Extensions!,blackberry/KaBoom,https://github.com/webdriverextensions/webdriverextensions,A High Performance Cluster Consumer for Kafka that creates Avro (boom) files in Hadoop in time based directory paths,1
webdriverextensions/webdriverextensions,https://github.com/unchiujar/Umbra,Make your WebDriver based Selenium tests more readable; reusability and maintainable by using WebDriver Extensions!,unchiujar/Umbra,https://github.com/webdriverextensions/webdriverextensions,Umbra is a exploration application based on the the Fog Of War concept used in strategy games. 	  	On the map the unexplored area is displayed grayed out while the explored part is clear. The application needs a GPS fix in order 	to mark an area as explored as the accuracy from the other location sources is not good enough. Currently the minimum accuracy needed 	for saving the explored area is set at 100 m (600 feet). The accuracy is displayed as a disc around the current position. 	Umbra saves your exploration in an internal database (nothing is sent over the network).,1
webdriverextensions/webdriverextensions,https://github.com/elastic/elasticsearch-support-diagnostics,Make your WebDriver based Selenium tests more readable; reusability and maintainable by using WebDriver Extensions!,elastic/elasticsearch-support-diagnostics,https://github.com/webdriverextensions/webdriverextensions,Support diagnostics utility for elasticsearch and logstash,1
webdriverextensions/webdriverextensions,https://github.com/mariamhakobyan/elasticsearch-river-kafka,Make your WebDriver based Selenium tests more readable; reusability and maintainable by using WebDriver Extensions!,mariamhakobyan/elasticsearch-river-kafka,https://github.com/webdriverextensions/webdriverextensions,Kafka River Plugin for ElasticSearch,1

white-cat/jeeweb,https://github.com/yandex-qatools/embedded-services,JEEWEB是一款基于SpringMVC+Spring+Hibernate的JAVA WEB敏捷开发系统；它是一款具有代码生成功能的智能快速开发平台；是以Spring Framework为核心容器，Spring MVC为模型视图控制器，Hibernate为数据访问层， Apache Shiro为权限授权层，Ehcahe对常用数据进行缓存，Disruptor作为并发框架，Bootstrap作为前端框架的优秀开源系统。,yandex-qatools/embedded-services,https://github.com/white-cat/jeeweb,Embedded MongoDB/PostgreSQL for your tests,2
white-cat/jeeweb,https://github.com/jcabi/jcabi-xml,JEEWEB是一款基于SpringMVC+Spring+Hibernate的JAVA WEB敏捷开发系统；它是一款具有代码生成功能的智能快速开发平台；是以Spring Framework为核心容器，Spring MVC为模型视图控制器，Hibernate为数据访问层， Apache Shiro为权限授权层，Ehcahe对常用数据进行缓存，Disruptor作为并发框架，Bootstrap作为前端框架的优秀开源系统。,jcabi/jcabi-xml,https://github.com/white-cat/jeeweb,Java XML Parsing; Transforming; Printing; and Validating,1
white-cat/jeeweb,https://github.com/asakusafw/asakusafw,JEEWEB是一款基于SpringMVC+Spring+Hibernate的JAVA WEB敏捷开发系统；它是一款具有代码生成功能的智能快速开发平台；是以Spring Framework为核心容器，Spring MVC为模型视图控制器，Hibernate为数据访问层， Apache Shiro为权限授权层，Ehcahe对常用数据进行缓存，Disruptor作为并发框架，Bootstrap作为前端框架的优秀开源系统。,asakusafw/asakusafw,https://github.com/white-cat/jeeweb,Asakusa Framework,2
white-cat/jeeweb,https://github.com/jamesmorgan/ReloadablePropertiesAnnotation,JEEWEB是一款基于SpringMVC+Spring+Hibernate的JAVA WEB敏捷开发系统；它是一款具有代码生成功能的智能快速开发平台；是以Spring Framework为核心容器，Spring MVC为模型视图控制器，Hibernate为数据访问层， Apache Shiro为权限授权层，Ehcahe对常用数据进行缓存，Disruptor作为并发框架，Bootstrap作为前端框架的优秀开源系统。,jamesmorgan/ReloadablePropertiesAnnotation,https://github.com/white-cat/jeeweb,Dynamic property configurations reload during runtime utilising Java 7 WatchService API; Google Guava and Spring 3.2.5,2
white-cat/jeeweb,https://github.com/zalando-stups/java-sproc-wrapper,JEEWEB是一款基于SpringMVC+Spring+Hibernate的JAVA WEB敏捷开发系统；它是一款具有代码生成功能的智能快速开发平台；是以Spring Framework为核心容器，Spring MVC为模型视图控制器，Hibernate为数据访问层， Apache Shiro为权限授权层，Ehcahe对常用数据进行缓存，Disruptor作为并发框架，Bootstrap作为前端框架的优秀开源系统。,zalando-stups/java-sproc-wrapper,https://github.com/white-cat/jeeweb,Java Stored Procedure Wrapper: Calling PostgreSQL stored procedures from Java,3

xebia/Xebium,https://github.com/bupt1987/JgFramework,Xebium provides Selenium (webdriver) bindings for FitNesse; with Selenium-IDE support,bupt1987/JgFramework,https://github.com/xebia/Xebium,基于Netty的强大的游戏服务器框架,1
xebia/Xebium,https://github.com/pkliang/gankmaku,Xebium provides Selenium (webdriver) bindings for FitNesse; with Selenium-IDE support,pkliang/gankmaku,https://github.com/xebia/Xebium,An Android client sample of gank.io 福利,1
xebia/Xebium,https://github.com/kijiproject/kiji-bento,Xebium provides Selenium (webdriver) bindings for FitNesse; with Selenium-IDE support,kijiproject/kiji-bento,https://github.com/xebia/Xebium,Kiji BentoBox: Developer SDK for Kiji including a standalone zero-configuration HBase micro-cluster,1
xebia/Xebium,https://github.com/rdfhdt/hdt-java,Xebium provides Selenium (webdriver) bindings for FitNesse; with Selenium-IDE support,rdfhdt/hdt-java,https://github.com/xebia/Xebium,HDT Java library and tools.,1
xebia/Xebium,https://github.com/P7h/storm-camel-example,Xebium provides Selenium (webdriver) bindings for FitNesse; with Selenium-IDE support,P7h/storm-camel-example,https://github.com/xebia/Xebium,Real-time analysis and visualization with Storm-AMQ-Camel-Websockets-Highcharts integration.,2
