Query,Query url,Query description,Result,Result url,Result description,User evaluation
SubstanceMobile/GEM,https://github.com/C-Aniruddh/ACEMusicPlayer,A music player for Android; in stunning Material Design.,C-Aniruddh/ACEMusicPlayer,https://github.com/SubstanceMobile/GEM,A material music player for the android platform; git it here : https://play.google.com/store/apps/details?id=com.aniruddhc.acemusic.player&hl=en,3
SubstanceMobile/GEM,https://github.com/harjot-oberai/MusicDNA,A music player for Android; in stunning Material Design.,harjot-oberai/MusicDNA,https://github.com/SubstanceMobile/GEM,A Music Player for android that renders beautiful DNA(Visualization) of the currently playing music.,4

testIT-WebTester/webtester-core,https://github.com/jloisel/elastic-crud,Java 6/7 version of WebTester,jloisel/elastic-crud,https://github.com/testIT-WebTester/webtester-core,Simple yet elegant ElasticSearch Crud Repository.,2
testIT-WebTester/webtester-core,https://github.com/crazyhitty/Munch,Java 6/7 version of WebTester,crazyhitty/Munch,https://github.com/testIT-WebTester/webtester-core,A minimalistic Rss Reader for Android devices,1
testIT-WebTester/webtester-core,https://github.com/florent37/Freezer,Java 6/7 version of WebTester,florent37/Freezer,https://github.com/testIT-WebTester/webtester-core,A simple & fluent Android ORM; how can it be easier ? RxJava2 compatible,1
testIT-WebTester/webtester-core,https://github.com/AndroidBootstrap/android-bootstrap,Java 6/7 version of WebTester,AndroidBootstrap/android-bootstrap,https://github.com/testIT-WebTester/webtester-core,A template/bootstrap/boilerplate application that includes tons of great open source tools and frameworks.,1
testIT-WebTester/webtester-core,https://github.com/hitherejoe/AndroidTvBoilerplate,Java 6/7 version of WebTester,hitherejoe/AndroidTvBoilerplate,https://github.com/testIT-WebTester/webtester-core,Android TV Boilerplate Project,1

TheAndroidMaster/Pasta-Music,https://github.com/SpongeBobSun/Prodigal,A material design music player for Android; based off Pasta for Spotify,SpongeBobSun/Prodigal,https://github.com/TheAndroidMaster/Pasta-Music,Music Player for Android which looks & feels like classic player,3
TheAndroidMaster/Pasta-Music,https://github.com/SubstanceMobile/GEM,A material design music player for Android; based off Pasta for Spotify,SubstanceMobile/GEM,https://github.com/TheAndroidMaster/Pasta-Music,A music player for Android; in stunning Material Design.,3
TheAndroidMaster/Pasta-Music,https://github.com/fastbootmobile/encore,A material design music player for Android; based off Pasta for Spotify,fastbootmobile/encore,https://github.com/TheAndroidMaster/Pasta-Music,An open source; extendable music player for Android.,3
TheAndroidMaster/Pasta-Music,https://github.com/OpenSilk/Orpheus,A material design music player for Android; based off Pasta for Spotify,OpenSilk/Orpheus,https://github.com/TheAndroidMaster/Pasta-Music,Orpheus Music Player,3
TheAndroidMaster/Pasta-Music,https://github.com/marverenic/Jockey,A material design music player for Android; based off Pasta for Spotify,marverenic/Jockey,https://github.com/TheAndroidMaster/Pasta-Music,A music player for Android focused on simplicity; performance; and design,4

webdriverextensions/webdriverextensions,https://github.com/zserge/anvil-examples,Make your WebDriver based Selenium tests more readable; reusability and maintainable by using WebDriver Extensions!,zserge/anvil-examples,https://github.com/webdriverextensions/webdriverextensions,Short and descriptive examples for the Anvil MVC framework,1
webdriverextensions/webdriverextensions,https://github.com/dsyer/spring-boot-ratpack,Make your WebDriver based Selenium tests more readable; reusability and maintainable by using WebDriver Extensions!,dsyer/spring-boot-ratpack,https://github.com/webdriverextensions/webdriverextensions,Spring Boot wrapper for Ratpack,1
webdriverextensions/webdriverextensions,https://github.com/FluentLenium/FluentLenium,Make your WebDriver based Selenium tests more readable; reusability and maintainable by using WebDriver Extensions!,FluentLenium/FluentLenium,https://github.com/webdriverextensions/webdriverextensions,FluentLenium helps you writing readable; reusable; reliable and resilient UI functional tests for the browser.,4
webdriverextensions/webdriverextensions,https://github.com/sayems/java.webdriver,Make your WebDriver based Selenium tests more readable; reusability and maintainable by using WebDriver Extensions!,sayems/java.webdriver,https://github.com/webdriverextensions/webdriverextensions,Browser test automation using Selenium WebDriver in Java,3
webdriverextensions/webdriverextensions,https://github.com/bonigarcia/webdrivermanager,Make your WebDriver based Selenium tests more readable; reusability and maintainable by using WebDriver Extensions!,bonigarcia/webdrivermanager,https://github.com/webdriverextensions/webdriverextensions,Automatic Selenium WebDriver binaries management in runtime for Java,3

white-cat/jeeweb,https://github.com/hzxie/voj,JEEWEB是一款基于SpringMVC+Spring+Hibernate的JAVA WEB敏捷开发系统；它是一款具有代码生成功能的智能快速开发平台；是以Spring Framework为核心容器，Spring MVC为模型视图控制器，Hibernate为数据访问层， Apache Shiro为权限授权层，Ehcahe对常用数据进行缓存，Disruptor作为并发框架，Bootstrap作为前端框架的优秀开源系统。,hzxie/voj,https://github.com/white-cat/jeeweb,Cross-platform online judge system based on Spring MVC framework and ActiveMQ.,3
white-cat/jeeweb,https://github.com/allwefantasy/ServiceFramework,JEEWEB是一款基于SpringMVC+Spring+Hibernate的JAVA WEB敏捷开发系统；它是一款具有代码生成功能的智能快速开发平台；是以Spring Framework为核心容器，Spring MVC为模型视图控制器，Hibernate为数据访问层， Apache Shiro为权限授权层，Ehcahe对常用数据进行缓存，Disruptor作为并发框架，Bootstrap作为前端框架的优秀开源系统。,allwefantasy/ServiceFramework,https://github.com/white-cat/jeeweb,Java MVC framework; agile; fast; rich domain model; made especially for server side of mobile application (一个敏捷，快速，富领域模型的Java MVC 框架，专为 移动应用后端量身定做),3
white-cat/jeeweb,https://github.com/b3log/latke,JEEWEB是一款基于SpringMVC+Spring+Hibernate的JAVA WEB敏捷开发系统；它是一款具有代码生成功能的智能快速开发平台；是以Spring Framework为核心容器，Spring MVC为模型视图控制器，Hibernate为数据访问层， Apache Shiro为权限授权层，Ehcahe对常用数据进行缓存，Disruptor作为并发框架，Bootstrap作为前端框架的优秀开源系统。,b3log/latke,https://github.com/white-cat/jeeweb,:hotsprings: A Spring-like; JSON based Java Web Framework . 一个类似 Spring 但以 JSON 为主的 Java Web 框架。,4
white-cat/jeeweb,https://github.com/biezhi/blade,JEEWEB是一款基于SpringMVC+Spring+Hibernate的JAVA WEB敏捷开发系统；它是一款具有代码生成功能的智能快速开发平台；是以Spring Framework为核心容器，Spring MVC为模型视图控制器，Hibernate为数据访问层， Apache Shiro为权限授权层，Ehcahe对常用数据进行缓存，Disruptor作为并发框架，Bootstrap作为前端框架的优秀开源系统。,biezhi/blade,https://github.com/white-cat/jeeweb,:rocket: Lightning Fast and Elegant Mvc Framework for Java8,4
white-cat/jeeweb,https://github.com/white-cat/jeeweb-mybatis,JEEWEB是一款基于SpringMVC+Spring+Hibernate的JAVA WEB敏捷开发系统；它是一款具有代码生成功能的智能快速开发平台；是以Spring Framework为核心容器，Spring MVC为模型视图控制器，Hibernate为数据访问层， Apache Shiro为权限授权层，Ehcahe对常用数据进行缓存，Disruptor作为并发框架，Bootstrap作为前端框架的优秀开源系统。,white-cat/jeeweb-mybatis,https://github.com/white-cat/jeeweb,JEEWEB Mybatis版本是一款基于SpringMVC+Spring+Mybatis+Mybatis Plus的JAVA WEB敏捷开发系统；它是一款具有代码生成功能的智能快速开发平台；是以Spring Framework为核心容器，Spring MVC为模型视图控制器，Mybatis为数据访问层， Apache Shiro为权限授权层，Ehcahe对常用数据进行缓存，Disruptor作为并发框架，Bootstrap作为前端框架的优秀开源系统。,4

xebia/Xebium,https://github.com/fhoeben/hsac-fitnesse-fixtures,Xebium provides Selenium (webdriver) bindings for FitNesse; with Selenium-IDE support,fhoeben/hsac-fitnesse-fixtures,https://github.com/xebia/Xebium,An environment to define and run integration tests. It contains Fitnesse fixture (base) classes and a baseline Fitnesse installation.,4
xebia/Xebium,https://github.com/astefanutti/metrics-cdi,Xebium provides Selenium (webdriver) bindings for FitNesse; with Selenium-IDE support,astefanutti/metrics-cdi,https://github.com/xebia/Xebium,CDI extension for Dropwizard Metrics,2
xebia/Xebium,https://github.com/FluentLenium/FluentLenium,Xebium provides Selenium (webdriver) bindings for FitNesse; with Selenium-IDE support,FluentLenium/FluentLenium,https://github.com/xebia/Xebium,FluentLenium helps you writing readable; reusable; reliable and resilient UI functional tests for the browser.,4
xebia/Xebium,https://github.com/sikuli/sikuli-slides,Xebium provides Selenium (webdriver) bindings for FitNesse; with Selenium-IDE support,sikuli/sikuli-slides,https://github.com/xebia/Xebium,Sikuli-Slides is a visual automation tool that enables users to automate and test Graphical User Interfaces (GUIs) using presentation slides.,1
xebia/Xebium,https://github.com/spring-projects/spring-mvc-showcase,Xebium provides Selenium (webdriver) bindings for FitNesse; with Selenium-IDE support,spring-projects/spring-mvc-showcase,https://github.com/xebia/Xebium,Demonstrates the features of the Spring MVC web framework,1
